Cluster,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue
1,BP,GO:0006939,smooth muscle contraction,23/2072,96/14849,0.00580071563610893,0.02390720311278,0.0164574380199777
1,BP,GO:0061351,neural precursor cell proliferation,34/2072,158/14849,0.00598822442635343,0.0246609335147121,0.0169762971820074
1,BP,GO:0009913,epidermal cell differentiation,28/2072,124/14849,0.00606929260276308,0.0249754905638027,0.0171928345625924
1,BP,GO:0055024,regulation of cardiac muscle tissue development,19/2072,75/14849,0.0061713351026314,0.0253562411425773,0.0174549387920874
1,BP,GO:0070301,cellular response to hydrogen peroxide,19/2072,75/14849,0.0061713351026314,0.0253562411425773,0.0174549387920874
1,BP,GO:0051147,regulation of muscle cell differentiation,29/2072,130/14849,0.00633069108292989,0.025990949754186,0.0178918647506372
1,BP,GO:0050931,pigment cell differentiation,11/2072,35/14849,0.00633963381184238,0.0260076278547406,0.0179033457593053
1,BP,GO:0048705,skeletal system morphogenesis,37/2072,176/14849,0.00636253089899939,0.0260814824313598,0.0179541863830064
1,BP,GO:0030216,keratinocyte differentiation,18/2072,70/14849,0.00641971318416421,0.0262956583846357,0.0181016225954224
1,BP,GO:0000305,response to oxygen radical,9/2072,26/14849,0.00655788940505873,0.0267998409812561,0.01844869597726
1,BP,GO:0002691,regulation of cellular extravasation,9/2072,26/14849,0.00655788940505873,0.0267998409812561,0.01844869597726
1,BP,GO:0071827,plasma lipoprotein particle organization,9/2072,26/14849,0.00655788940505873,0.0267998409812561,0.01844869597726
1,BP,GO:1901216,positive regulation of neuron death,25/2072,108/14849,0.00661886087784611,0.027028283232216,0.0186059529415557
1,BP,GO:0003281,ventricular septum development,17/2072,65/14849,0.00663966524459436,0.0270717491112803,0.0186358743425372
1,BP,GO:0051341,regulation of oxidoreductase activity,17/2072,65/14849,0.00663966524459436,0.0270717491112803,0.0186358743425372
1,BP,GO:0050850,positive regulation of calcium-mediated signaling,12/2072,40/14849,0.0067167300578185,0.0273441210680785,0.0188233720007217
1,BP,GO:1901570,fatty acid derivative biosynthetic process,12/2072,40/14849,0.0067167300578185,0.0273441210680785,0.0188233720007217
1,BP,GO:0008202,steroid metabolic process,42/2072,206/14849,0.00672210936602373,0.0273451303904889,0.0188240668064224
1,BP,GO:0006940,regulation of smooth muscle contraction,16/2072,60/14849,0.00681824219574812,0.0277150363547992,0.0190787057306052
1,BP,GO:0010657,muscle cell apoptotic process,20/2072,81/14849,0.00683636133522597,0.0277675072830939,0.0191148261017831
1,BP,GO:0043297,apical junction assembly,13/2072,45/14849,0.00691750334054477,0.0280756856829879,0.0193269724951285
1,BP,GO:0000060,protein import into nucleus, translocation,14/2072,50/14849,0.00698076322599218,0.0282893439021387,0.0194740523054495
1,BP,GO:0048008,platelet-derived growth factor receptor signaling pathway,14/2072,50/14849,0.00698076322599218,0.0282893439021387,0.0194740523054495
1,BP,GO:0010508,positive regulation of autophagy,24/2072,103/14849,0.00706906909570845,0.0286254325311781,0.0197054117729515
1,BP,GO:0045685,regulation of glial cell differentiation,19/2072,76/14849,0.0071773643183796,0.0289171542909304,0.0199062296083777
1,BP,GO:0046683,response to organophosphorus,19/2072,76/14849,0.0071773643183796,0.0289171542909304,0.0199062296083777
1,BP,GO:0006654,phosphatidic acid biosynthetic process,5/2072,10/14849,0.00720080010209507,0.0289171542909304,0.0199062296083777
1,BP,GO:0031620,regulation of fever generation,5/2072,10/14849,0.00720080010209507,0.0289171542909304,0.0199062296083777
1,BP,GO:0045647,negative regulation of erythrocyte differentiation,5/2072,10/14849,0.00720080010209507,0.0289171542909304,0.0199062296083777
1,BP,GO:0048304,positive regulation of isotype switching to IgG isotypes,5/2072,10/14849,0.00720080010209507,0.0289171542909304,0.0199062296083777
1,BP,GO:0070673,response to interleukin-18,5/2072,10/14849,0.00720080010209507,0.0289171542909304,0.0199062296083777
1,BP,GO:0071280,cellular response to copper ion,5/2072,10/14849,0.00720080010209507,0.0289171542909304,0.0199062296083777
1,BP,GO:0090557,establishment of endothelial intestinal barrier,5/2072,10/14849,0.00720080010209507,0.0289171542909304,0.0199062296083777
1,BP,GO:0099515,actin filament-based transport,5/2072,10/14849,0.00720080010209507,0.0289171542909304,0.0199062296083777
1,BP,GO:1905564,positive regulation of vascular endothelial cell proliferation,5/2072,10/14849,0.00720080010209507,0.0289171542909304,0.0199062296083777
1,BP,GO:0001516,prostaglandin biosynthetic process,8/2072,22/14849,0.00733543268366746,0.0293472378162642,0.0202022940592549
1,BP,GO:0010575,positive regulation of vascular endothelial growth factor production,8/2072,22/14849,0.00733543268366746,0.0293472378162642,0.0202022940592549
1,BP,GO:0010939,regulation of necrotic cell death,8/2072,22/14849,0.00733543268366746,0.0293472378162642,0.0202022940592549
1,BP,GO:0046457,prostanoid biosynthetic process,8/2072,22/14849,0.00733543268366746,0.0293472378162642,0.0202022940592549
1,BP,GO:0060444,branching involved in mammary gland duct morphogenesis,8/2072,22/14849,0.00733543268366746,0.0293472378162642,0.0202022940592549
1,BP,GO:0007257,activation of JUN kinase activity,10/2072,31/14849,0.00743629579662755,0.0297061621440991,0.0204493733537813
1,BP,GO:1903205,regulation of hydrogen peroxide-induced cell death,10/2072,31/14849,0.00743629579662755,0.0297061621440991,0.0204493733537813
1,BP,GO:0002062,chondrocyte differentiation,21/2072,87/14849,0.00745683824729201,0.029765910876269,0.0204905036797261
1,BP,GO:0051153,regulation of striated muscle cell differentiation,23/2072,98/14849,0.00754025495559322,0.0300763612712247,0.0207042140878052
1,BP,GO:0006026,aminoglycan catabolic process,7/2072,18/14849,0.0079301414094511,0.0314666593975911,0.0216612789998331
1,BP,GO:0010623,programmed cell death involved in cell development,7/2072,18/14849,0.0079301414094511,0.0314666593975911,0.0216612789998331
1,BP,GO:0010884,positive regulation of lipid storage,7/2072,18/14849,0.0079301414094511,0.0314666593975911,0.0216612789998331
1,BP,GO:0034104,negative regulation of tissue remodeling,7/2072,18/14849,0.0079301414094511,0.0314666593975911,0.0216612789998331
1,BP,GO:0046597,negative regulation of viral entry into host cell,7/2072,18/14849,0.0079301414094511,0.0314666593975911,0.0216612789998331
1,BP,GO:0060216,definitive hemopoiesis,7/2072,18/14849,0.0079301414094511,0.0314666593975911,0.0216612789998331
1,BP,GO:1903055,positive regulation of extracellular matrix organization,7/2072,18/14849,0.0079301414094511,0.0314666593975911,0.0216612789998331
1,BP,GO:0043270,positive regulation of ion transport,48/2072,244/14849,0.00797867611308997,0.0316356882490003,0.0217776364772232
1,BP,GO:0003159,morphogenesis of an endothelium,6/2072,14/14849,0.00806098919457562,0.0316558669254926,0.0217915272412799
1,BP,GO:0006924,activation-induced cell death of T cells,6/2072,14/14849,0.00806098919457562,0.0316558669254926,0.0217915272412799
1,BP,GO:0010934,macrophage cytokine production,6/2072,14/14849,0.00806098919457562,0.0316558669254926,0.0217915272412799
1,BP,GO:0032957,inositol trisphosphate metabolic process,6/2072,14/14849,0.00806098919457562,0.0316558669254926,0.0217915272412799
1,BP,GO:0033630,positive regulation of cell adhesion mediated by integrin,6/2072,14/14849,0.00806098919457562,0.0316558669254926,0.0217915272412799
1,BP,GO:0036035,osteoclast development,6/2072,14/14849,0.00806098919457562,0.0316558669254926,0.0217915272412799
1,BP,GO:0051608,histamine transport,6/2072,14/14849,0.00806098919457562,0.0316558669254926,0.0217915272412799
1,BP,GO:0060055,angiogenesis involved in wound healing,6/2072,14/14849,0.00806098919457562,0.0316558669254926,0.0217915272412799
1,BP,GO:0060544,regulation of necroptotic process,6/2072,14/14849,0.00806098919457562,0.0316558669254926,0.0217915272412799
1,BP,GO:0061154,endothelial tube morphogenesis,6/2072,14/14849,0.00806098919457562,0.0316558669254926,0.0217915272412799
1,BP,GO:1900424,regulation of defense response to bacterium,6/2072,14/14849,0.00806098919457562,0.0316558669254926,0.0217915272412799
1,BP,GO:1905314,semi-lunar valve development,6/2072,14/14849,0.00806098919457562,0.0316558669254926,0.0217915272412799
1,BP,GO:1990001,inhibition of cysteine-type endopeptidase activity involved in apoptotic process,6/2072,14/14849,0.00806098919457562,0.0316558669254926,0.0217915272412799
1,BP,GO:2000241,regulation of reproductive process,27/2072,121/14849,0.00819392049354082,0.0321541990501318,0.0221345732268737
1,BP,GO:0051155,positive regulation of striated muscle cell differentiation,15/2072,56/14849,0.00828282005179535,0.0324791376423969,0.0223582571399301
1,BP,GO:0010660,regulation of muscle cell apoptotic process,19/2072,77/14849,0.00831241330505392,0.032535879858709,0.0223973178156464
1,BP,GO:0045668,negative regulation of osteoblast differentiation,12/2072,41/14849,0.0083156067494017,0.032535879858709,0.0223973178156464
1,BP,GO:0072577,endothelial cell apoptotic process,12/2072,41/14849,0.0083156067494017,0.032535879858709,0.0223973178156464
1,BP,GO:0019748,secondary metabolic process,13/2072,46/14849,0.00843768661922746,0.0329409758196799,0.0226761811204995
1,BP,GO:0045806,negative regulation of endocytosis,13/2072,46/14849,0.00843768661922746,0.0329409758196799,0.0226761811204995
1,BP,GO:0050922,negative regulation of chemotaxis,13/2072,46/14849,0.00843768661922746,0.0329409758196799,0.0226761811204995
1,BP,GO:0001938,positive regulation of endothelial cell proliferation,18/2072,72/14849,0.00873279483683755,0.0340432067926169,0.0234349439851991
1,BP,GO:1900407,regulation of cellular response to oxidative stress,18/2072,72/14849,0.00873279483683755,0.0340432067926169,0.0234349439851991
1,BP,GO:0032386,regulation of intracellular transport,70/2072,381/14849,0.00882914464209261,0.0343936489749353,0.0236761842703084
1,BP,GO:0071559,response to transforming growth factor beta,35/2072,168/14849,0.00899388293101691,0.0350097897292835,0.0241003283338541
1,BP,GO:0048644,muscle organ morphogenesis,17/2072,67/14849,0.00913517193687475,0.0355338184318289,0.0244610635420734
1,BP,GO:0044843,cell cycle G1/S phase transition,37/2072,180/14849,0.00919244474092838,0.0357305164291811,0.0245964681347732
1,BP,GO:1901990,regulation of mitotic cell cycle phase transition,46/2072,234/14849,0.00936878985135679,0.0363894177244026,0.0250500480527685
1,BP,GO:0090287,regulation of cellular response to growth factor stimulus,45/2072,228/14849,0.00939406403176154,0.0364610103607118,0.0250993315833089
1,BP,GO:0010506,regulation of autophagy,44/2072,222/14849,0.00941012175928193,0.0364967531697332,0.0251239365135199
1,BP,GO:0019229,regulation of vasoconstriction,16/2072,62/14849,0.00950558667538997,0.0368134239775822,0.0253419289808247
1,BP,GO:0060415,muscle tissue morphogenesis,16/2072,62/14849,0.00950558667538997,0.0368134239775822,0.0253419289808247
1,BP,GO:0060349,bone morphogenesis,19/2072,78/14849,0.00958787372804418,0.0371051409562436,0.025542743525004
1,BP,GO:0044242,cellular lipid catabolic process,33/2072,157/14849,0.00959860050718309,0.0371196967364142,0.0255527635532298
1,BP,GO:0001843,neural tube closure,23/2072,100/14849,0.00968466647002817,0.0374253717322553,0.025763186632608
1,BP,GO:0022404,molting cycle process,21/2072,89/14849,0.00974356792498902,0.0375984601537049,0.025882338670366
1,BP,GO:0022405,hair cycle process,21/2072,89/14849,0.00974356792498902,0.0375984601537049,0.025882338670366
1,BP,GO:2000179,positive regulation of neural precursor cell proliferation,15/2072,57/14849,0.00982552281319301,0.0378622389172321,0.0260639208751625
1,BP,GO:0090066,regulation of anatomical structure size,86/2072,484/14849,0.0098261355643708,0.0378622389172321,0.0260639208751625
1,BP,GO:0009299,mRNA transcription,8/2072,23/14849,0.00989584061759863,0.0379934687688639,0.026154257964759
1,BP,GO:0045648,positive regulation of erythrocyte differentiation,8/2072,23/14849,0.00989584061759863,0.0379934687688639,0.026154257964759
1,BP,GO:1901032,negative regulation of response to reactive oxygen species,8/2072,23/14849,0.00989584061759863,0.0379934687688639,0.026154257964759
1,BP,GO:1903206,negative regulation of hydrogen peroxide-induced cell death,8/2072,23/14849,0.00989584061759863,0.0379934687688639,0.026154257964759
1,BP,GO:2001039,negative regulation of cellular response to drug,8/2072,23/14849,0.00989584061759863,0.0379934687688639,0.026154257964759
1,BP,GO:0090207,regulation of triglyceride metabolic process,11/2072,37/14849,0.00998094295732329,0.0382926170047342,0.026360188099179
1,BP,GO:0072001,renal system development,48/2072,247/14849,0.0100158137776205,0.038398756561827,0.0264332533245039
1,BP,GO:0055076,transition metal ion homeostasis,24/2072,106/14849,0.0101790629993387,0.0389965684568482,0.0268447800164178
1,BP,GO:0048713,regulation of oligodendrocyte differentiation,12/2072,42/14849,0.0101967558639263,0.039008264177217,0.026852831213045
1,BP,GO:0055010,ventricular cardiac muscle tissue morphogenesis,12/2072,42/14849,0.0101967558639263,0.039008264177217,0.026852831213045
1,BP,GO:0046486,glycerolipid metabolic process,52/2072,272/14849,0.0104460383678695,0.0399332413646892,0.0274895746522883
1,BP,GO:0003013,circulatory system process,70/2072,384/14849,0.0105516319273667,0.0403079903519263,0.0277475474566105
1,BP,GO:0060606,tube closure,23/2072,101/14849,0.0109284879275533,0.0417177021245927,0.02871797649489
1,BP,GO:0044706,multi-multicellular organism process,26/2072,118/14849,0.0110204068691061,0.042038474019661,0.0289387921025014
1,BP,GO:0009404,toxin metabolic process,7/2072,19/14849,0.0110681398280692,0.0420699836974184,0.0289604829948352
1,BP,GO:0010863,positive regulation of phospholipase C activity,7/2072,19/14849,0.0110681398280692,0.0420699836974184,0.0289604829948352
1,BP,GO:0030903,notochord development,7/2072,19/14849,0.0110681398280692,0.0420699836974184,0.0289604829948352
1,BP,GO:0031649,heat generation,7/2072,19/14849,0.0110681398280692,0.0420699836974184,0.0289604829948352
1,BP,GO:0071276,cellular response to cadmium ion,7/2072,19/14849,0.0110681398280692,0.0420699836974184,0.0289604829948352
1,BP,GO:0046546,development of primary male sexual characteristics,21/2072,90/14849,0.0110820635278766,0.0420928842053131,0.0289762474356828
1,BP,GO:0060976,coronary vasculature development,16/2072,63/14849,0.0111326195906791,0.0422547933039382,0.029087703758822
1,BP,GO:0045920,negative regulation of exocytosis,9/2072,28/14849,0.0111887822304424,0.0424075537027223,0.0291928622243706
1,BP,GO:2000826,regulation of heart morphogenesis,9/2072,28/14849,0.0111887822304424,0.0424075537027223,0.0291928622243706
1,BP,GO:0008217,regulation of blood pressure,31/2072,147/14849,0.0112530877017627,0.0426209696962995,0.0293397752894497
1,BP,GO:1904427,positive regulation of calcium ion transmembrane transport,15/2072,58/14849,0.011586122856247,0.0436502556827837,0.0300483236816429
1,BP,GO:0048634,regulation of muscle organ development,28/2072,130/14849,0.0116821717476204,0.0436502556827837,0.0300483236816429
1,BP,GO:0001973,adenosine receptor signaling pathway,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0031953,negative regulation of protein autophosphorylation,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0032604,granulocyte macrophage colony-stimulating factor production,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0032645,regulation of granulocyte macrophage colony-stimulating factor production,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0033690,positive regulation of osteoblast proliferation,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0035457,cellular response to interferon-alpha,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0042362,fat-soluble vitamin biosynthetic process,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0042976,activation of Janus kinase activity,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0043652,engulfment of apoptotic cell,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0051451,myoblast migration,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0051818,disruption of cells of other organism involved in symbiotic interaction,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0051883,killing of cells in other organism involved in symbiotic interaction,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0061318,renal filtration cell differentiation,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0072112,glomerular visceral epithelial cell differentiation,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0072311,glomerular epithelial cell differentiation,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0090197,positive regulation of chemokine secretion,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:0097012,response to granulocyte macrophage colony-stimulating factor,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:1901722,regulation of cell proliferation involved in kidney development,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:1904994,regulation of leukocyte adhesion to vascular endothelial cell,5/2072,11/14849,0.011699361598872,0.0436502556827837,0.0300483236816429
1,BP,GO:2000027,regulation of organ morphogenesis,34/2072,165/14849,0.0117050507357286,0.0436502556827837,0.0300483236816429
1,BP,GO:0045665,negative regulation of neuron differentiation,45/2072,231/14849,0.0118278187815655,0.0438997941934176,0.0302201030634878
1,BP,GO:0002689,negative regulation of leukocyte chemotaxis,6/2072,15/14849,0.0118708206854409,0.0438997941934176,0.0302201030634878
1,BP,GO:0003094,glomerular filtration,6/2072,15/14849,0.0118708206854409,0.0438997941934176,0.0302201030634878
1,BP,GO:0009109,coenzyme catabolic process,6/2072,15/14849,0.0118708206854409,0.0438997941934176,0.0302201030634878
1,BP,GO:0031643,positive regulation of myelination,6/2072,15/14849,0.0118708206854409,0.0438997941934176,0.0302201030634878
1,BP,GO:0032616,interleukin-13 production,6/2072,15/14849,0.0118708206854409,0.0438997941934176,0.0302201030634878
1,BP,GO:0032930,positive regulation of superoxide anion generation,6/2072,15/14849,0.0118708206854409,0.0438997941934176,0.0302201030634878
1,BP,GO:0060416,response to growth hormone,6/2072,15/14849,0.0118708206854409,0.0438997941934176,0.0302201030634878
1,BP,GO:0061323,cell proliferation involved in heart morphogenesis,6/2072,15/14849,0.0118708206854409,0.0438997941934176,0.0302201030634878
1,BP,GO:0070243,regulation of thymocyte apoptotic process,6/2072,15/14849,0.0118708206854409,0.0438997941934176,0.0302201030634878
1,BP,GO:0097286,iron ion import,6/2072,15/14849,0.0118708206854409,0.0438997941934176,0.0302201030634878
1,BP,GO:2000136,regulation of cell proliferation involved in heart morphogenesis,6/2072,15/14849,0.0118708206854409,0.0438997941934176,0.0302201030634878
1,BP,GO:0010883,regulation of lipid storage,10/2072,33/14849,0.0119516754894572,0.0440459741931657,0.0303207316595752
1,BP,GO:0036474,cell death in response to hydrogen peroxide,10/2072,33/14849,0.0119516754894572,0.0440459741931657,0.0303207316595752
1,BP,GO:0048536,spleen development,10/2072,33/14849,0.0119516754894572,0.0440459741931657,0.0303207316595752
1,BP,GO:0060603,mammary gland duct morphogenesis,10/2072,33/14849,0.0119516754894572,0.0440459741931657,0.0303207316595752
1,BP,GO:2001038,regulation of cellular response to drug,10/2072,33/14849,0.0119516754894572,0.0440459741931657,0.0303207316595752
1,BP,GO:0043620,regulation of DNA-templated transcription in response to stress,14/2072,53/14849,0.0119717528289572,0.0440894753458969,0.030350677342535
1,BP,GO:0071375,cellular response to peptide hormone stimulus,40/2072,201/14849,0.0120030721544052,0.0441742897174208,0.0304090625604116
1,BP,GO:0019722,calcium-mediated signaling,30/2072,142/14849,0.0121859426899,0.0448163482363543,0.0308510481088966
1,BP,GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress,13/2072,48/14849,0.0122553015375729,0.045009305233443,0.0309838774409238
1,BP,GO:0071277,cellular response to calcium ion,13/2072,48/14849,0.0122553015375729,0.045009305233443,0.0309838774409238
1,BP,GO:0008037,cell recognition,23/2072,102/14849,0.0122977567557662,0.0450490850288728,0.0310112613851955
1,BP,GO:0097305,response to alcohol,23/2072,102/14849,0.0122977567557662,0.0450490850288728,0.0310112613851955
1,BP,GO:0001937,negative regulation of endothelial cell proliferation,11/2072,38/14849,0.0123168543604931,0.0450490850288728,0.0310112613851955
1,BP,GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,11/2072,38/14849,0.0123168543604931,0.0450490850288728,0.0310112613851955
1,BP,GO:0002208,somatic diversification of immunoglobulins involved in immune response,11/2072,38/14849,0.0123168543604931,0.0450490850288728,0.0310112613851955
1,BP,GO:0045190,isotype switching,11/2072,38/14849,0.0123168543604931,0.0450490850288728,0.0310112613851955
1,BP,GO:0045687,positive regulation of glial cell differentiation,12/2072,43/14849,0.0123908321749115,0.0452575357505848,0.031154756415401
1,BP,GO:0048662,negative regulation of smooth muscle cell proliferation,12/2072,43/14849,0.0123908321749115,0.0452575357505848,0.031154756415401
1,BP,GO:0030510,regulation of BMP signaling pathway,19/2072,80/14849,0.0126074335535144,0.0459541815367156,0.0316343191979248
1,BP,GO:0036473,cell death in response to oxidative stress,19/2072,80/14849,0.0126074335535144,0.0459541815367156,0.0316343191979248
1,BP,GO:0048259,regulation of receptor-mediated endocytosis,19/2072,80/14849,0.0126074335535144,0.0459541815367156,0.0316343191979248
1,BP,GO:0071560,cellular response to transforming growth factor beta stimulus,34/2072,166/14849,0.012801877217211,0.0466310346483372,0.0321002569356263
1,BP,GO:0015849,organic acid transport,44/2072,226/14849,0.0128213033813309,0.0466698946168801,0.0321270076818653
1,BP,GO:1901861,regulation of muscle tissue development,28/2072,131/14849,0.0129349218011466,0.0470226636362063,0.0323698497342602
1,BP,GO:0007548,sex differentiation,42/2072,214/14849,0.0129392230299616,0.0470226636362063,0.0323698497342602
1,BP,GO:0051099,positive regulation of binding,36/2072,178/14849,0.0129507765235403,0.0470226636362063,0.0323698497342602
1,BP,GO:0045844,positive regulation of striated muscle tissue development,16/2072,64/14849,0.0129711607328248,0.0470226636362063,0.0323698497342602
1,BP,GO:0048636,positive regulation of muscle organ development,16/2072,64/14849,0.0129711607328248,0.0470226636362063,0.0323698497342602
1,BP,GO:0051279,regulation of release of sequestered calcium ion into cytosol,16/2072,64/14849,0.0129711607328248,0.0470226636362063,0.0323698497342602
1,BP,GO:0010453,regulation of cell fate commitment,8/2072,24/14849,0.0130640345809699,0.0472950001915683,0.0325573230225115
1,BP,GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,8/2072,24/14849,0.0130640345809699,0.0472950001915683,0.0325573230225115
1,BP,GO:0001952,regulation of cell-matrix adhesion,22/2072,97/14849,0.0132193123188482,0.0477922085123079,0.032899595394691
1,BP,GO:0055088,lipid homeostasis,22/2072,97/14849,0.0132193123188482,0.0477922085123079,0.032899595394691
1,BP,GO:0060420,regulation of heart growth,15/2072,59/14849,0.0135841589700362,0.049077954678863,0.0337846879647287
1,BP,GO:0090596,sensory organ morphogenesis,45/2072,233/14849,0.0137225038473412,0.0495441890260714,0.0341056382170761
1,BP,GO:0016125,sterol metabolic process,23/2072,103/14849,0.0138010044580328,0.0497938745814874,0.0342775188228232
1,BP,GO:0048762,mesenchymal cell differentiation,36/2072,179/14849,0.0140958608167782,0.0508233033102917,0.0349861654771541
1,BP,GO:0033559,unsaturated fatty acid metabolic process,14/2072,54/14849,0.0141405065379039,0.0509153779327633,0.0350495485665682
1,BP,GO:0055008,cardiac muscle tissue morphogenesis,14/2072,54/14849,0.0141405065379039,0.0509153779327633,0.0350495485665682
1,BP,GO:0051592,response to calcium ion,21/2072,92/14849,0.0141990718981953,0.0509989171146283,0.0351070559588507
1,BP,GO:0051149,positive regulation of muscle cell differentiation,17/2072,70/14849,0.0142220212902156,0.0509989171146283,0.0351070559588507
1,BP,GO:0010043,response to zinc ion,9/2072,29/14849,0.0142594082380927,0.0509989171146283,0.0351070559588507
1,BP,GO:0010922,positive regulation of phosphatase activity,9/2072,29/14849,0.0142594082380927,0.0509989171146283,0.0351070559588507
1,BP,GO:0035850,epithelial cell differentiation involved in kidney development,9/2072,29/14849,0.0142594082380927,0.0509989171146283,0.0351070559588507
1,BP,GO:0046686,response to cadmium ion,9/2072,29/14849,0.0142594082380927,0.0509989171146283,0.0351070559588507
1,BP,GO:0048730,epidermis morphogenesis,9/2072,29/14849,0.0142594082380927,0.0509989171146283,0.0351070559588507
1,BP,GO:0071260,cellular response to mechanical stimulus,9/2072,29/14849,0.0142594082380927,0.0509989171146283,0.0351070559588507
1,BP,GO:0071825,protein-lipid complex subunit organization,9/2072,29/14849,0.0142594082380927,0.0509989171146283,0.0351070559588507
1,BP,GO:1900744,regulation of p38MAPK cascade,9/2072,29/14849,0.0142594082380927,0.0509989171146283,0.0351070559588507
1,BP,GO:0051651,maintenance of location in cell,19/2072,81/14849,0.0143759879429899,0.0513813814541874,0.035370339921155
1,BP,GO:0035272,exocrine system development,13/2072,49/14849,0.0146049195616199,0.0521296827487425,0.0358854617493887
1,BP,GO:1904888,cranial skeletal system development,13/2072,49/14849,0.0146049195616199,0.0521296827487425,0.0358854617493887
1,BP,GO:1902652,secondary alcohol metabolic process,22/2072,98/14849,0.0148632499766325,0.0527728392605744,0.0363282031432977
1,BP,GO:0003179,heart valve morphogenesis,10/2072,34/14849,0.0148643332201393,0.0527728392605744,0.0363282031432977
1,BP,GO:0014003,oligodendrocyte development,10/2072,34/14849,0.0148643332201393,0.0527728392605744,0.0363282031432977
1,BP,GO:0045601,regulation of endothelial cell differentiation,10/2072,34/14849,0.0148643332201393,0.0527728392605744,0.0363282031432977
1,BP,GO:0048147,negative regulation of fibroblast proliferation,10/2072,34/14849,0.0148643332201393,0.0527728392605744,0.0363282031432977
1,BP,GO:0048873,homeostasis of number of cells within a tissue,10/2072,34/14849,0.0148643332201393,0.0527728392605744,0.0363282031432977
1,BP,GO:0060421,positive regulation of heart growth,10/2072,34/14849,0.0148643332201393,0.0527728392605744,0.0363282031432977
1,BP,GO:1902930,regulation of alcohol biosynthetic process,10/2072,34/14849,0.0148643332201393,0.0527728392605744,0.0363282031432977
1,BP,GO:0043550,regulation of lipid kinase activity,12/2072,44/14849,0.0149289184160725,0.0529668483616846,0.0364617567313845
1,BP,GO:0018149,peptide cross-linking,7/2072,20/14849,0.0150158261523573,0.0532043467858459,0.0366252478590183
1,BP,GO:0048714,positive regulation of oligodendrocyte differentiation,7/2072,20/14849,0.0150158261523573,0.0532043467858459,0.0366252478590183
1,BP,GO:1901863,positive regulation of muscle tissue development,16/2072,65/14849,0.0150385878310224,0.0532400388463252,0.0366498178545285
1,BP,GO:0032941,secretion by tissue,11/2072,39/14849,0.0150458807473383,0.0532400388463252,0.0366498178545285
1,BP,GO:0060541,respiratory system development,40/2072,204/14849,0.0152208953187977,0.0538235906794112,0.037051528087179
1,BP,GO:0001942,hair follicle development,20/2072,87/14849,0.0152374783179313,0.053846499970992,0.037067298574613
1,BP,GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,18/2072,76/14849,0.0153409858763834,0.0541763510505281,0.0372943641862481
1,BP,GO:0045995,regulation of embryonic development,23/2072,104/14849,0.0154469279524936,0.0545143569926084,0.0375270435095436
1,BP,GO:0048146,positive regulation of fibroblast proliferation,15/2072,60/14849,0.0158394645614655,0.0557888345327494,0.0384043788894197
1,BP,GO:0051384,response to glucocorticoid,15/2072,60/14849,0.0158394645614655,0.0557888345327494,0.0384043788894197
1,BP,GO:0051702,interaction with symbiont,15/2072,60/14849,0.0158394645614655,0.0557888345327494,0.0384043788894197
1,BP,GO:0006639,acylglycerol metabolic process,21/2072,93/14849,0.0159981348649202,0.0562733073895442,0.0387378843176979
1,BP,GO:0008203,cholesterol metabolic process,21/2072,93/14849,0.0159981348649202,0.0562733073895442,0.0387378843176979
1,BP,GO:0032870,cellular response to hormone stimulus,79/2072,449/14849,0.0162182662104317,0.0570099872265109,0.0392450060709308
